NOPD_Item,Type,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location
D0172320,62A,"BURGLAR ALARM, SILENT",1A,62A,"BURGLAR ALARM, SILENT",2E,3682129,530599,04/02/2020 10:18:54 AM,04/02/2020 10:40:27 AM,04/02/2020 10:44:49 AM,04/02/2020 10:50:05 AM,NAT,Necessary Action Taken,N,8B02,002XX Decatur St,70130,8,POINT (-90.06611446 29.95294629)
D0172420,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3668039,540777,04/02/2020 10:19:57 AM,04/02/2020 01:33:43 PM,,04/02/2020 01:52:06 PM,GOA,GONE ON ARRIVAL,N,3H01,050XX Canal St,70119,3,POINT (-90.11026152 29.98135247)
D0172520,62A,"BURGLAR ALARM, SILENT",1A,62A,"BURGLAR ALARM, SILENT",2E,3685025,537671,04/02/2020 10:21:14 AM,04/02/2020 10:24:24 AM,04/02/2020 10:34:18 AM,04/02/2020 10:47:53 AM,NAT,Necessary Action Taken,N,5B03,014XX Elysian Fields Ave,70117,5,POINT (-90.05672103 29.97230312)
D0172620,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3672209,526083,04/02/2020 10:29:56 AM,04/02/2020 10:29:56 AM,04/02/2020 10:29:56 AM,04/02/2020 10:35:37 AM,NAT,Necessary Action Taken,Y,2O01,Louisiana Ave & S Claiborne Ave,70125,2,POINT (-90.09759204 29.9408269)
D0172720,103D,DOMESTIC DISTURBANCE,2C,103,DISTURBANCE (OTHER),1C,3696274,559359,04/02/2020 10:30:53 AM,04/02/2020 11:57:51 AM,04/02/2020 12:06:20 PM,04/02/2020 12:50:00 PM,RTF,REPORT TO FOLLOW,N,7D02,077XX Keats St,70126,7,POINT (-90.02041102 30.03158735)
D0172820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668174,552085,04/02/2020 10:33:15 AM,04/02/2020 10:33:15 AM,04/02/2020 10:33:15 AM,04/02/2020 10:54:16 AM,NAT,Necessary Action Taken,Y,3F01,Louisville St & Filmore Ave,70124,3,POINT (-90.10945306 30.01244212)
D0172920,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3680233,531021,04/02/2020 10:35:48 AM,04/02/2020 10:35:48 AM,04/02/2020 10:35:48 AM,04/02/2020 11:08:38 AM,NAT,Necessary Action Taken,Y,8I01,001XX Roosevelt Way,70112,8,POINT (-90.07208735 29.95416393)
D0173020,107,SUSPICIOUS PERSON,2C,21,COMPLAINT OTHER,1J,3678316,555443,04/02/2020 10:37:09 AM,04/02/2020 10:42:04 AM,04/02/2020 10:48:28 AM,04/02/2020 10:54:05 AM,GOA,GONE ON ARRIVAL,N,3O01,015XX Robert E Lee Blvd,70122,3,POINT (-90.07729314 30.02137216)
D0173120,67S,SHOPLIFTING,1E,67S,SHOPLIFTING,1E,3685097,541905,04/02/2020 10:37:40 AM,04/02/2020 10:37:40 AM,04/02/2020 10:37:40 AM,04/02/2020 10:37:59 AM,RTF,REPORT TO FOLLOW,Y,5L03,025XX Elysian Fields Ave,70117,5,POINT (-90.05634601 29.98394182)
D0173220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3679655,546252,04/02/2020 10:39:52 AM,04/02/2020 10:39:52 AM,04/02/2020 10:39:52 AM,04/02/2020 11:50:56 AM,NAT,Necessary Action Taken,Y,3P02,Paris Ave & Milton St,70122,3,POINT (-90.07338243 29.99606002)
D0173320,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3708985,563125,04/02/2020 10:39:56 AM,04/02/2020 11:07:11 AM,04/02/2020 11:11:46 AM,04/02/2020 11:18:57 AM,NAT,Necessary Action Taken,N,7P06,073XX Read Blvd,70127,7,POINT (-89.98010353 30.04153432)
D0173420,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3685985,560179,04/02/2020 10:40:16 AM,04/02/2020 10:40:16 AM,04/02/2020 10:40:16 AM,04/02/2020 11:42:23 AM,NAT,Necessary Action Taken,Y,3S04,Lakeshore Dr & Franklin Ave,70122,3,POINT (-90.05289393 30.03416343)
D0173520,67,THEFT,0A,67,THEFT,1G,3666968,517540,04/02/2020 10:41:44 AM,04/02/2020 11:17:48 AM,04/02/2020 11:18:47 AM,04/02/2020 12:52:38 PM,RTF,REPORT TO FOLLOW,N,2B04,005XX Leontine St,70115,2,POINT (-90.11442537 29.91748871)
D0173620,103D,DOMESTIC DISTURBANCE,1A,103D,DOMESTIC DISTURBANCE,2C,3690399,551934,04/02/2020 10:45:48 AM,04/02/2020 11:03:41 AM,04/02/2020 11:14:15 AM,04/02/2020 12:27:39 PM,RTF,REPORT TO FOLLOW,N,3U03,049XX Metropolitan Dr,70126,3,POINT (-90.03924068 30.01135502)
D0173720,63,PROWLER,1A,63,PROWLER,2E,3671614,539230,04/02/2020 10:45:57 AM,04/02/2020 11:19:58 AM,04/02/2020 11:25:51 AM,04/02/2020 11:46:20 AM,GOA,GONE ON ARRIVAL,N,3H01,003XX N Carrollton Ave,70119,3,POINT (-90.09902147 29.97699292)
D0173820,21,COMPLAINT OTHER,1J,67F,THEFT BY FRAUD,1D,3681867,531483,04/02/2020 10:46:41 AM,04/02/2020 11:30:27 AM,04/02/2020 11:31:08 AM,04/02/2020 12:22:07 PM,NAT,Necessary Action Taken,N,8C02,003XX Royal St,70130,8,POINT (-90.06691051 29.95538535)
D0173920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3690399,551934,04/02/2020 10:46:52 AM,,,04/02/2020 10:50:28 AM,DUP,DUPLICATE,N,3U03,049XX Metropolitan Dr,70126,3,POINT (-90.03924068 30.01135502)
D0174020,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3671116,536891,04/02/2020 10:48:41 AM,04/02/2020 10:51:35 AM,04/02/2020 11:04:28 AM,04/02/2020 12:35:56 PM,NAT,Necessary Action Taken,N,1L04,038XX Banks St,70119,1,POINT (-90.10067502 29.97057691)
D0174120,68,UNAUTHORIZED USE OF VEHICLE,0A,67A,AUTO THEFT,1D,3689469,523368,04/02/2020 10:48:42 AM,04/02/2020 11:31:39 AM,04/02/2020 11:32:43 AM,04/02/2020 12:43:37 PM,RTF,REPORT TO FOLLOW,N,4A04,014XX Hero Blvd,70114,4,POINT (-90.04319525 29.93283731)
D0174220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3668092,529932,04/02/2020 10:48:50 AM,04/02/2020 10:48:50 AM,04/02/2020 10:48:50 AM,04/02/2020 11:00:53 AM,NAT,Necessary Action Taken,Y,2P02,State Street Dr & Fontainebleau Dr,70125,2,POINT (-90.11045992 29.95153068)
D0174320,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3660495,518746,04/02/2020 10:49:19 AM,04/02/2020 10:49:19 AM,04/02/2020 10:49:19 AM,04/02/2020 11:43:38 AM,NAT,Necessary Action Taken,Y,2A01,064XX River Dr,70118,2,POINT (-90.134817 29.92099377)
D0174520,21,COMPLAINT OTHER,1J,22A,AREA CHECK,1K,3676132,536028,04/02/2020 10:51:03 AM,04/02/2020 10:51:03 AM,04/02/2020 10:51:47 AM,04/02/2020 11:23:59 AM,NAT,Necessary Action Taken,N,1I03,004XX N Broad St,70119,1,POINT (-90.08486271 29.96805519)
D0174620,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3675642,544641,04/02/2020 10:51:37 AM,04/02/2020 01:45:37 PM,04/02/2020 02:17:50 PM,04/02/2020 02:17:54 PM,GOA,GONE ON ARRIVAL,N,3L01,Florida Ave & Moss St,70119,3,POINT (-90.08611607 29.99175117)
D0174720,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3669121,549018,04/02/2020 10:54:26 AM,04/02/2020 10:54:26 AM,04/02/2020 10:54:26 AM,04/02/2020 11:21:07 AM,NAT,Necessary Action Taken,Y,3I04,007XX Harrison Ave,70124,3,POINT (-90.10656624 30.00398135)
D0174820,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3666496,517568,04/02/2020 10:54:31 AM,04/02/2020 10:54:31 AM,04/02/2020 10:54:31 AM,04/02/2020 11:17:04 AM,NAT,Necessary Action Taken,Y,2B03,Jefferson Ave & Annunciation St,None,2,POINT (-90.11591525 29.9175813)
D0174920,21,COMPLAINT OTHER,1J,107,SUSPICIOUS PERSON,2C,3695632,522587,04/02/2020 10:54:33 AM,04/02/2020 11:39:12 AM,04/02/2020 11:54:23 AM,04/02/2020 12:59:04 PM,NAT,Necessary Action Taken,N,4I02,034XX Vespasian Blvd,70114,4,POINT (-90.02376849 29.93049908)
D0175120,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3698157,552947,04/02/2020 10:55:47 AM,04/02/2020 10:57:06 AM,04/02/2020 11:23:51 AM,04/02/2020 01:13:22 PM,RTF,REPORT TO FOLLOW,N,7C03,Ransom St & Lynhuber Dr,70126,7,POINT (-90.01469256 30.01389625)
D0175220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3665130,536576,04/02/2020 10:56:54 AM,04/02/2020 10:56:54 AM,04/02/2020 10:56:54 AM,04/02/2020 11:16:13 AM,NAT,Necessary Action Taken,Y,2S02,Edinburgh St & Hollygrove St,70118,2,POINT (-90.11959176 29.96988575)
D0175420,103,DISTURBANCE (OTHER),1C,37,AGGRAVATED ASSAULT,2E,3666352,525844,04/02/2020 10:59:17 AM,04/02/2020 11:01:01 AM,04/02/2020 11:05:51 AM,04/02/2020 11:30:07 AM,NAT,Necessary Action Taken,N,2M03,024XX Palmer Ave,70118,2,POINT (-90.1160908 29.94034129)
E0238820,35D,SIMPLE BATTERY DOMESTIC,1A,35D,SIMPLE BATTERY DOMESTIC,2C,3699248,555701,05/03/2020 12:33:31 AM,05/03/2020 01:09:59 PM,05/04/2020 03:07:12 AM,05/04/2020 03:20:16 AM,GOA,GONE ON ARRIVAL,N,7Q01,066XX Coveview Ct,70126,7,POINT (-90.01114668 30.02143627)
D0175620,37,AGGRAVATED ASSAULT,2E,37,AGGRAVATED ASSAULT,2E,3689590,538544,04/02/2020 11:02:11 AM,04/02/2020 11:02:55 AM,04/02/2020 11:06:23 AM,04/02/2020 01:45:40 PM,RTF,REPORT TO FOLLOW,N,5G04,017XX Clouet St,70117,5,POINT (-90.04227481 29.97456183)
D0175720,58,RETURN FOR ADDITIONAL INFO,1I,58,RETURN FOR ADDITIONAL INFO,1I,3686556,534266,04/02/2020 11:02:26 AM,04/02/2020 11:02:26 AM,04/02/2020 11:02:26 AM,04/02/2020 11:03:53 AM,NAT,Necessary Action Taken,Y,5B01,Franklin Ave & Decatur St,70117,5,POINT (-90.05200555 29.96289332)
D0175820,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3675366,534899,04/02/2020 11:02:44 AM,04/02/2020 01:17:49 PM,04/02/2020 01:18:38 PM,04/02/2020 01:53:40 PM,GOA,GONE ON ARRIVAL,N,1H02,026XX Canal St,70119,1,POINT (-90.0873219 29.96497387)
D0176020,63,PROWLER,2E,63,PROWLER,2E,3683161,535484,04/02/2020 11:06:21 AM,04/02/2020 11:08:14 AM,04/02/2020 11:09:14 AM,04/02/2020 11:16:34 AM,GOA,GONE ON ARRIVAL,N,8F02,010XX Kerlerec St,70116,8,POINT (-90.06268541 29.96634705)
D0176120,63,PROWLER,2E,63,PROWLER,2E,3678211,528101,04/02/2020 11:07:34 AM,04/02/2020 11:09:14 AM,04/02/2020 11:15:22 AM,04/02/2020 11:27:24 AM,NAT,Necessary Action Taken,N,6H05,010XX Loyola Ave,70113,6,POINT (-90.07857132 29.94619458)
D0176220,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3660768,528926,04/02/2020 11:08:35 AM,04/02/2020 11:20:55 AM,,04/02/2020 11:21:03 AM,NAT,Necessary Action Taken,N,2K01,084XX Zimpel St,70118,2,POINT (-90.13361919 29.94897789)
D0176320,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3705454,516117,04/02/2020 11:09:03 AM,04/02/2020 11:09:03 AM,04/02/2020 11:09:03 AM,04/02/2020 12:25:53 PM,NAT,Necessary Action Taken,Y,4E03,023XX Woodland Dr,70131,4,POINT (-89.99300041 29.91239529)
D0176420,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3680483,531069,04/02/2020 11:09:16 AM,04/02/2020 11:09:16 AM,04/02/2020 11:09:16 AM,04/02/2020 11:46:39 AM,NAT,Necessary Action Taken,Y,8I01,009XX Canal St,70112,8,POINT (-90.07129465 29.95428708)
D0176520,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3671888,535719,04/02/2020 11:09:30 AM,04/02/2020 11:09:30 AM,04/02/2020 11:09:37 AM,04/02/2020 12:13:27 PM,NAT,Necessary Action Taken,N,1L03,Baudin St & S Clark St,70119,1,POINT (-90.09827678 29.96733149)
D0176620,GATHER,PUBLIC GATHERING,1A,GATHER,PUBLIC GATHERING,1E,3701906,552230,04/02/2020 11:09:46 AM,04/02/2020 11:19:04 AM,04/02/2020 11:28:59 AM,04/02/2020 11:57:41 AM,NAT,Necessary Action Taken,N,7C02,Plum Orchard St & Chef Menteur Hwy,70126,7,POINT (-90.0028762 30.01180529)
D0176720,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3701884,523372,04/02/2020 11:12:13 AM,04/02/2020 11:12:13 AM,04/02/2020 11:12:13 AM,04/02/2020 11:12:23 AM,NAT,Necessary Action Taken,Y,4K02,048XX General Meyer Ave,70131,4,POINT (-90.0040034 29.93245816)
D0176820,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3667629,534536,04/02/2020 11:13:10 AM,04/02/2020 11:13:10 AM,04/02/2020 11:13:10 AM,04/02/2020 11:41:14 AM,NAT,Necessary Action Taken,Y,2T05,035XX Blk S Carrollton Ave,70118,2,POINT (-90.11176548 29.96420518)
D0176920,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3672767,526765,04/02/2020 11:13:45 AM,04/02/2020 11:15:34 AM,,04/02/2020 11:16:09 AM,NAT,Necessary Action Taken,N,6K01,028XX S Claiborne Ave,70125,6,POINT (-90.09580538 29.94268459)
D0177020,103D,DOMESTIC DISTURBANCE,2C,103D,DOMESTIC DISTURBANCE,2C,3672802,536041,04/02/2020 11:14:12 AM,04/02/2020 11:14:12 AM,04/02/2020 11:15:14 AM,04/02/2020 01:58:17 PM,RTF,REPORT TO FOLLOW,N,1L02,Palmyra St & S Jefferson Davis Pkwy,70119,1,POINT (-90.09538105 29.96818997)
D0177120,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3676949,526849,04/02/2020 11:14:56 AM,04/02/2020 02:09:55 PM,04/02/2020 02:22:58 PM,04/02/2020 02:23:48 PM,NAT,Necessary Action Taken,N,6H02,022XX Martin Luther King Jr Blvd,70113,6,POINT (-90.08260038 29.94279029)
D0177220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3665997,537007,04/02/2020 11:17:04 AM,04/02/2020 11:17:04 AM,04/02/2020 11:17:04 AM,04/02/2020 11:45:52 AM,NAT,Necessary Action Taken,Y,2S02,Palmetto St & General Ogden St,70118,2,POINT (-90.11683696 29.97104704)
D0177320,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3670042,540382,04/02/2020 11:17:19 AM,04/02/2020 12:38:47 PM,04/02/2020 12:43:29 PM,04/02/2020 01:26:33 PM,NAT,Necessary Action Taken,N,3H01,003XX N Olympia St,70119,3,POINT (-90.10394761 29.98020668)
D0177420,62A,"BURGLAR ALARM, SILENT",2E,62A,"BURGLAR ALARM, SILENT",2E,3704969,520814,04/02/2020 11:18:22 AM,04/02/2020 11:21:45 AM,,04/02/2020 11:22:05 AM,VOI,VOID,N,4D04,057XX Pembrook Dr,70131,4,POINT (-89.99435906 29.92532525)
D0177520,62C,SIMPLE BURGLARY VEHICLE,1G,62C,SIMPLE BURGLARY VEHICLE,1G,3681494,538368,04/02/2020 11:20:00 AM,04/02/2020 11:20:00 AM,,04/02/2020 02:00:18 PM,RTF,REPORT TO FOLLOW,N,1B01,018XX Lapeyrouse St,70116,1,POINT (-90.06785037 29.97432649)
D0177620,GATHER,PUBLIC GATHERING,1E,GATHER,PUBLIC GATHERING,1E,3681813,538616,04/02/2020 11:20:47 AM,04/02/2020 02:11:13 PM,04/02/2020 02:21:20 PM,04/02/2020 02:31:59 PM,GOA,GONE ON ARRIVAL,N,5A02,Saint Bernard Ave & N Roman St,70116,5,POINT (-90.0668313 29.97500046)
D0177720,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3669121,549018,04/02/2020 11:23:17 AM,04/02/2020 11:23:17 AM,04/02/2020 11:23:17 AM,04/02/2020 11:29:34 AM,NAT,Necessary Action Taken,Y,3I04,007XX Harrison Ave,70124,3,POINT (-90.10656624 30.00398135)
D0177820,107,SUSPICIOUS PERSON,2C,37,AGGRAVATED ASSAULT,2E,3677781,527620,04/02/2020 11:25:39 AM,04/02/2020 11:27:33 AM,04/02/2020 11:28:11 AM,04/02/2020 11:50:46 AM,NAT,Necessary Action Taken,N,6H04,011XX Simon Bolivar Ave,70113,6,POINT (-90.07994764 29.94488663)
D0177920,21,COMPLAINT OTHER,1A,21,COMPLAINT OTHER,1J,3734345,585921,04/02/2020 11:27:55 AM,04/02/2020 11:38:26 AM,04/02/2020 11:44:21 AM,04/02/2020 11:58:32 AM,GOA,GONE ON ARRIVAL,N,7L07,I-10 W,70129,7,POINT (-89.89905752 30.10336766)
D0178020,103D,DOMESTIC DISTURBANCE,2C,103M,MENTAL PATIENT,2C,3665806,548767,04/02/2020 11:29:10 AM,04/02/2020 11:31:45 AM,04/02/2020 11:36:00 AM,04/02/2020 11:52:00 AM,RTF,REPORT TO FOLLOW,N,3B03,001XX 18th St,70124,3,POINT (-90.11704679 30.00338875)
D0178120,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3681635,529454,04/02/2020 11:29:19 AM,04/02/2020 11:29:19 AM,04/02/2020 11:30:55 AM,04/02/2020 11:48:07 AM,NAT,Necessary Action Taken,N,8G02,003XX Magazine St,70130,8,POINT (-90.06771479 29.9498132)
D0178220,21,COMPLAINT OTHER,1J,55,AGGRAVATED CRIMINAL DAMAGE,1D,3679488,526131,04/02/2020 11:29:22 AM,04/02/2020 01:13:49 PM,04/02/2020 01:14:51 PM,04/02/2020 01:29:21 PM,NAT,Necessary Action Taken,N,6G03,012XX Saint Charles Ave,70130,6,POINT (-90.07460938 29.94073978)
D0178320,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3675513,535163,04/02/2020 11:30:16 AM,04/02/2020 11:30:16 AM,04/02/2020 11:30:16 AM,04/02/2020 11:49:49 AM,NAT,Necessary Action Taken,Y,1I03,026XX Canal St,70119,1,POINT (-90.08684728 29.96569481)
D0178420,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3682713,531408,04/02/2020 11:30:27 AM,04/02/2020 11:30:27 AM,04/02/2020 11:30:39 AM,04/02/2020 11:58:39 AM,NAT,Necessary Action Taken,N,8B02,Decatur St & Saint Louis St,70130,8,POINT (-90.0642417 29.95515119)
E0239420,56,SIMPLE CRIMINAL DAMAGE,1F,107,SUSPICIOUS PERSON,2C,3672517,541313,05/03/2020 12:40:10 AM,05/03/2020 12:44:32 AM,05/03/2020 12:47:42 AM,05/03/2020 09:20:01 AM,RTF,REPORT TO FOLLOW,N,3H02,009XX Blk Solomon Pl,70119,3,POINT (-90.0961014 29.98269508)
D0178620,103M,MENTAL PATIENT,2C,34D,AGGRAVATED BATTERY DOMESTIC,2C,37369000,3513814,04/02/2020 11:33:10 AM,04/02/2020 11:35:17 AM,04/02/2020 11:41:53 AM,04/02/2020 01:33:52 PM,NAT,Necessary Action Taken,N,5I05,061XX N Galvez St,70117,5,POINT (0 0)
D0178720,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3684624,539669,04/02/2020 11:34:05 AM,04/02/2020 11:40:51 AM,04/02/2020 11:45:49 AM,04/02/2020 11:52:27 AM,NAT,Necessary Action Taken,N,5A03,020XX Elysian Fields Ave,70116,5,POINT (-90.05791663 29.97780969)
D0178820,66,EXTORTION (THREATS),1H,66,EXTORTION (THREATS),1H,3701152,536868,04/02/2020 11:34:20 AM,04/02/2020 04:12:55 PM,04/02/2020 04:19:12 PM,04/02/2020 04:36:19 PM,GOA,GONE ON ARRIVAL,N,5I05,061XX N Galvez St,70117,5,POINT (-90.00581912 29.96959086)
D0178920,21,COMPLAINT OTHER,1J,21,COMPLAINT OTHER,1J,3675010,526235,04/02/2020 11:34:46 AM,04/02/2020 12:11:17 PM,04/02/2020 12:24:56 PM,04/02/2020 12:49:33 PM,NAT,Necessary Action Taken,N,6I03,023XX S Robertson St,70113,6,POINT (-90.08874183 29.9411609)
D0179120,67S,SHOPLIFTING,0A,67,THEFT,1G,3663044,524730,04/02/2020 11:36:02 AM,04/02/2020 12:05:49 PM,04/02/2020 12:06:35 PM,04/02/2020 12:59:50 PM,RTF,REPORT TO FOLLOW,N,2H03,071XX Saint Charles Ave,70118,2,POINT (-90.1265714 29.93737551)
D0179220,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3700837,523837,04/02/2020 11:36:24 AM,04/02/2020 11:36:24 AM,04/02/2020 11:36:54 AM,04/02/2020 11:59:33 AM,NAT,Necessary Action Taken,N,4D03,Kabel Dr & General Meyer Ave,70131,4,POINT (-90.00728985 29.93376947)
D0179320,62C,SIMPLE BURGLARY VEHICLE,0A,62C,SIMPLE BURGLARY VEHICLE,1G,3684869,539699,04/02/2020 11:36:26 AM,04/02/2020 01:29:53 PM,04/02/2020 01:30:38 PM,04/02/2020 02:34:11 PM,RTF,REPORT TO FOLLOW,N,5G01,020XX Elysian Fields Ave,70117,5,POINT (-90.05714441 29.97788512)
D0179420,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3696355,520530,04/02/2020 11:36:43 AM,04/02/2020 12:33:25 PM,,04/02/2020 12:33:53 PM,RTF,REPORT TO FOLLOW,N,4C02,General De Gaulle Dr & Garden Oaks Dr,70114,4,POINT (-90.02156063 29.92481845)
D0179520,107,SUSPICIOUS PERSON,2C,107,SUSPICIOUS PERSON,2C,3675654,526822,04/02/2020 11:37:27 AM,04/02/2020 11:47:42 AM,04/02/2020 11:50:54 AM,04/02/2020 11:57:41 AM,GOA,GONE ON ARRIVAL,N,6J01,026XX Josephine St,70113,6,POINT (-90.08669113 29.94275613)
D0179620,22A,AREA CHECK,1K,22A,AREA CHECK,1K,3690741,526660,04/02/2020 11:37:49 AM,04/02/2020 11:37:49 AM,04/02/2020 11:37:56 AM,04/02/2020 12:13:18 PM,NAT,Necessary Action Taken,N,4B04,Hendee St & Lamarque St,70114,4,POINT (-90.03906356 29.94184964)
D0179820,103,DISTURBANCE (OTHER),1C,103,DISTURBANCE (OTHER),1C,3685118,537950,04/02/2020 11:39:52 AM,,,04/02/2020 12:02:41 PM,VOI,VOID,N,5B03,015XX Elysian Fields Ave,70117,5,POINT (-90.05641743 29.97306671)
D0179920,20,AUTO ACCIDENT,1E,20,AUTO ACCIDENT,1E,3695108,533971,04/02/2020 11:40:20 AM,04/02/2020 11:56:18 AM,04/02/2020 12:19:19 PM,04/02/2020 12:56:38 PM,RTF,REPORT TO FOLLOW,N,5E01,048XX N Rampart St,70117,5,POINT (-90.02501031 29.96181543)
D0180020,21,COMPLAINT OTHER,1J,103M,MENTAL PATIENT,2C,3675496,526268,04/02/2020 11:40:28 AM,04/02/2020 11:49:34 AM,04/02/2020 11:52:45 AM,04/02/2020 12:02:16 PM,NAT,Necessary Action Taken,N,6I03,022XX Freret St,70113,6,POINT (-90.08720756 29.94123805)
D0180120,58R,RECOVERY OF REPORTED STOLEN VEHICLE,1I,107,SUSPICIOUS PERSON,2C,3682543,537174,04/02/2020 11:42:03 AM,04/02/2020 11:43:04 AM,04/02/2020 01:26:54 PM,04/02/2020 03:35:57 PM,NAT,Necessary Action Taken,N,5A01,016XX N Villere St,70116,5,POINT (-90.06457828 29.97101094)
D0180220,62C,SIMPLE BURGLARY VEHICLE,0A,62C,SIMPLE BURGLARY VEHICLE,1G,3681295,535794,04/02/2020 11:44:32 AM,04/02/2020 01:36:09 PM,04/02/2020 01:37:36 PM,04/02/2020 01:58:41 PM,GOA,GONE ON ARRIVAL,N,1F02,015XX Governor Nicholls St,70116,1,POINT (-90.06856811 29.96725647)
D0180320,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3671219,538322,04/02/2020 11:44:52 AM,04/02/2020 11:44:52 AM,04/02/2020 11:44:52 AM,04/02/2020 11:46:02 AM,NAT,Necessary Action Taken,Y,1M02,001XX N Carrollton Ave,70119,1,POINT (-90.1003016 29.97450772)
D0180520,67A,AUTO THEFT,0A,67A,AUTO THEFT,1D,3665973,529499,04/02/2020 11:46:01 AM,04/02/2020 01:43:28 PM,04/02/2020 01:44:19 PM,04/02/2020 02:54:40 PM,RTF,REPORT TO FOLLOW,N,2L04,072XX Sycamore St,70118,2,POINT (-90.11716627 29.95040219)
D0180620,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3681784,530101,04/02/2020 11:47:33 AM,04/02/2020 11:47:33 AM,04/02/2020 11:47:33 AM,04/02/2020 12:27:59 PM,NAT,Necessary Action Taken,Y,8G02,004XX Canal St,70130,8,POINT (-90.06722114 29.95158571)
D0180720,21,COMPLAINT OTHER,1J,100,HIT & RUN,1G,3684283,544771,04/02/2020 11:48:11 AM,04/02/2020 12:04:51 PM,04/02/2020 12:09:59 PM,04/02/2020 12:43:51 PM,NAT,Necessary Action Taken,N,3X02,Humanity St & Elysian Fields Ave,70122,3,POINT (-90.05881676 29.99184828)
D0180820,TS,TRAFFIC STOP,1J,TS,TRAFFIC STOP,1J,3695453,520952,04/02/2020 11:48:39 AM,04/02/2020 11:48:39 AM,04/02/2020 11:48:39 AM,04/02/2020 11:58:49 AM,NAT,Necessary Action Taken,Y,4C02,General De Gaulle Dr & Sandra Dr,70114,4,POINT (-90.02439208 29.9260085)
D0180920,21H,HOMELESS,1J,21H,HOMELESS,1J,3677184,531808,04/02/2020 11:49:49 AM,04/02/2020 11:49:49 AM,04/02/2020 11:49:49 AM,04/02/2020 01:33:19 PM,NAT,Necessary Action Taken,Y,1G01,018XX Gravier St,70112,1,POINT (-90.08168737 29.95641822)
D0181020,103,DISTURBANCE (OTHER),1C,37,AGGRAVATED ASSAULT,2E,3690839,537377,04/02/2020 11:49:56 AM,04/02/2020 01:16:34 PM,04/02/2020 01:23:50 PM,04/02/2020 02:04:45 PM,NAT,Necessary Action Taken,N,5D03,015XX Gallier St,70117,5,POINT (-90.03837116 29.97131413)
D0181120,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3682639,531391,04/02/2020 11:50:00 AM,04/02/2020 11:50:00 AM,04/02/2020 11:50:00 AM,04/02/2020 01:07:23 PM,NAT,Necessary Action Taken,Y,8C03,004XX Decatur St,70130,8,POINT (-90.06447823 29.95510675)
D0181220,22B,BUSINESS CHECK,1K,22B,BUSINESS CHECK,1K,3667939,535140,04/02/2020 11:50:04 AM,04/02/2020 11:50:04 AM,04/02/2020 11:50:04 AM,04/02/2020 11:59:14 AM,NAT,Necessary Action Taken,Y,2T05,037XX S Carrollton Ave,70118,2,POINT (-90.11076918 29.96585489)
